ID_book,first author,title,genre,city,publisher,year,cover type,price,discount
157,Emanuele,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,Fantasy,Varginha,"Dickinson, Lind and Bruen",1943,Audio,507.37,37.95
158,Cicily,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,Fantasy,Kuafeu,Purdy Group,2013,Audio,242.35,27.98
159,Uta,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Mystery,Kuafeu,Price-Harris,2016,Leatherbound,817.67,4.2
160,Uta,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,Science Fiction,Vestmannaeyjar,Carroll Inc,1952,Kindle,647.16,61.74
161,Adolph,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,Science Fiction,Oslo,Price-Harris,1927,Audio,115.55,57.89
162,Cicily,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,Comedy,Vestmannaeyjar,"Dickinson, Lind and Bruen",1958,Paperback,665.71,83.16
163,Emanuel,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,Mystery,Fortios,"Dickinson, Lind and Bruen",1900,Hardcover,530.96,66.59
164,Manda,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,Fantasy,São Martinho de Árvore,"Bernier, Dooley and Considine",1949,Hardcover,735.74,57.12
165,Kareem,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,Comedy,Lingcheng,"Bernier, Dooley and Considine",1992,Hardcover,660.41,10.46
166,Tabitha,sed accumsan felis ut at dolor quis odio consequat varius integer,Comedy,Troparëvo,Schaefer Group,1983,Leatherbound,934.39,47.06
167,Lannie,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,Fantasy,Cahuanuyo,Purdy Group,1922,Audio,405.52,19.08
168,Dannie,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,Science Fiction,Kanginan,"Rutherford, Predovic and Osinski",1910,Audio,97.43,38.25
169,Lisbeth,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,Science Fiction,Kuafeu,"Rutherford, Predovic and Osinski",1970,Kindle,629.94,54.19
170,Emanuel,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,Mystery,Flores da Cunha,Price-Harris,1985,Leatherbound,102.26,62.13
171,Emanuel,at velit vivamus vel nulla eget eros elementum pellentesque quisque,Fantasy,Kyzylzhar,Schaefer Group,1910,Leatherbound,373.32,33.2
172,Worthington,nullam sit amet turpis elementum ligula vehicula consequat morbi a,Drama,Lingcheng,"Bernier, Dooley and Considine",1938,Paperback,111.33,20.04
173,Cristionna,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,Biography,Varginha,"Bernier, Dooley and Considine",1923,Kindle,590.69,92.2
174,Christiane,quis orci nullam molestie nibh in lectus pellentesque at nulla,Romance,Savanna-la-Mar,"Dickinson, Lind and Bruen",1948,Paperback,452.72,31.94
175,Gorden,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,Drama,Cahuanuyo,"Rutherford, Predovic and Osinski",1988,Hardcover,466.46,86.06
176,Emanuel,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,Science Fiction,Kanginan,Thiel-Mills,1917,Hardcover,802.09,95.98
177,Rosaleen,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,Mystery,São Martinho de Árvore,Purdy Group,2012,Leatherbound,520.62,19.81
178,Kareem,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,Science Fiction,Al Jahrā’,Price-Harris,1910,Kindle,85.37,86.71
179,Dyane,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,Biography,Tongbang,"Rutherford, Predovic and Osinski",1931,Audio,46.24,91.25
180,Emanuel,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,Comedy,Urpay,Thiel-Mills,1919,Hardcover,595.15,1.02
181,Kalie,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,Biography,Al Jahrā’,"Bernier, Dooley and Considine",1950,Audio,966.98,63.0
182,Toinette,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,Mystery,Savanna-la-Mar,"Dickinson, Lind and Bruen",1972,Hardcover,21.18,14.16
183,Kareem,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,Mystery,Kanginan,Purdy Group,2022,Kindle,61.77,98.55
184,Heloise,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,Comedy,Tongbang,Carroll Inc,1941,Hardcover,898.73,1.73
185,Gorden,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,Romance,Kuafeu,Schaefer Group,1920,Hardcover,743.87,13.06
186,Gorden,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,Drama,Flores da Cunha,"Dickinson, Lind and Bruen",1977,Paperback,639.5,43.58
187,Sherwin,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,Fantasy,Cahuanuyo,Thiel-Mills,1996,Kindle,634.92,92.35
188,Gorden,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Fantasy,Al Jahrā’,Purdy Group,1930,Kindle,713.72,13.07
189,Leoine,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,Biography,Tongbang,"Dickinson, Lind and Bruen",1910,Leatherbound,361.68,40.3
190,Cristionna,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,Fantasy,Kyzylzhar,Purdy Group,1991,Kindle,396.93,38.45
191,Brenn,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,Biography,Savanna-la-Mar,Thiel-Mills,1900,Leatherbound,843.93,80.23
192,Sim,ut erat id mauris vulputate elementum nullam varius nulla facilisi,Comedy,Al Jahrā’,Purdy Group,1988,Leatherbound,890.79,40.16
193,Dyane,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,Fantasy,Vestmannaeyjar,Carroll Inc,2000,Hardcover,174.8,96.17
194,Janean,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,Comedy,Kuafeu,Schaefer Group,1912,Hardcover,21.29,51.21
195,Christiane,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,Biography,Vestmannaeyjar,"Dickinson, Lind and Bruen",1979,Hardcover,663.39,38.89
196,Toinette,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,Science Fiction,Troparëvo,Purdy Group,2014,Leatherbound,315.8,97.73
197,Humfrey,quis orci nullam molestie nibh in lectus pellentesque at nulla,History,Varginha,Thiel-Mills,1985,Hardcover,117.93,87.9
198,Lisbeth,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,Fantasy,Savanna-la-Mar,Schaefer Group,1962,Leatherbound,311.63,65.18
199,Cristionna,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,Science Fiction,Urpay,Thiel-Mills,1973,Audio,154.71,85.92
200,Brittany,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,Drama,Savanna-la-Mar,Thiel-Mills,1960,Kindle,316.94,67.22
201,Jenica,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,Fantasy,Kulonkali,"Bernier, Dooley and Considine",1907,Paperback,54.01,28.46
202,Manda,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,Fantasy,Oslo,"Dickinson, Lind and Bruen",1934,Leatherbound,24.92,45.62
203,Toinette,porttitor pede justo eu massa donec dapibus duis at velit,Biography,Flores da Cunha,Carroll Inc,2002,Hardcover,912.02,99.01
204,Gorden,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,History,Lanas,"Rutherford, Predovic and Osinski",2009,Paperback,788.63,72.48
205,Lebbie,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,Mystery,Koson,Price-Harris,1946,Leatherbound,769.88,24.39
206,Welbie,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,Romance,Kulonkali,"Bernier, Dooley and Considine",1997,Paperback,877.0,22.71
207,Gorden,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,Fantasy,Lingcheng,"Rutherford, Predovic and Osinski",1993,Kindle,357.41,56.01
208,Lisbeth,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,Mystery,Tongbang,"Bernier, Dooley and Considine",2022,Hardcover,969.25,96.61
209,Heloise,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,Romance,Lanas,Price-Harris,1972,Kindle,982.62,20.63
210,Rosaleen,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,Romance,Cahuanuyo,Price-Harris,1999,Paperback,678.89,0.33
211,Lebbie,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,Biography,Urpay,"Bernier, Dooley and Considine",1977,Kindle,355.88,51.69
212,Heloise,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,Biography,Urpay,"Rutherford, Predovic and Osinski",1913,Paperback,975.55,71.52
213,Leoine,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,Science Fiction,Koson,"Rutherford, Predovic and Osinski",1968,Audio,656.44,46.9
214,Humfrey,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,Comedy,São Martinho de Árvore,Purdy Group,1954,Audio,521.69,17.04
215,Cicily,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,Comedy,Savanna-la-Mar,Purdy Group,1938,Audio,470.67,85.51
216,Brenn,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,Science Fiction,Vestmannaeyjar,Thiel-Mills,1981,Paperback,535.46,34.3
217,Rosaleen,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,History,Bouabout,Schaefer Group,1971,Audio,107.77,16.08
218,Jenica,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,Comedy,Oslo,Price-Harris,2004,Hardcover,878.78,9.59
219,Lebbie,sit amet lobortis sapien sapien non mi integer ac neque,Drama,Oslo,Thiel-Mills,1969,Paperback,247.92,73.58
220,Vivie,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,Biography,Flores da Cunha,"Dickinson, Lind and Bruen",1925,Audio,829.13,36.61
221,Gorden,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,Comedy,Bouabout,Carroll Inc,2015,Leatherbound,501.9,53.92
222,Welbie,nunc nisl duis bibendum felis sed interdum venenatis turpis enim,Biography,Al Jahrā’,"Rutherford, Predovic and Osinski",2014,Audio,663.86,19.89
223,Jefferey,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,Biography,Lingcheng,"Dickinson, Lind and Bruen",1907,Paperback,517.44,28.57
224,Shayna,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,Biography,Urpay,Purdy Group,1934,Paperback,466.87,10.15
225,Toinette,a pede posuere nonummy integer non velit donec diam neque vestibulum,Biography,Cahuanuyo,Thiel-Mills,1966,Audio,516.44,97.47
226,Janean,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,Mystery,Kanginan,Price-Harris,1931,Kindle,402.8,16.76
227,Cristionna,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,Fantasy,Tongbang,Schaefer Group,1988,Leatherbound,655.63,36.73
228,Lesley,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,Biography,Kyzylzhar,Price-Harris,1925,Leatherbound,24.53,1.3
229,Janean,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,Fantasy,Bouabout,Price-Harris,1951,Kindle,641.0,12.32
230,Janean,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,Science Fiction,Al Jahrā’,Schaefer Group,1997,Leatherbound,510.04,66.72
231,Noni,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,History,Bouabout,Price-Harris,1979,Audio,801.83,77.17
232,Brenn,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,Drama,Kanginan,"Dickinson, Lind and Bruen",1938,Audio,106.28,36.77
233,Kearney,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,Mystery,Kulonkali,Schaefer Group,1919,Hardcover,263.99,72.96
234,Cristionna,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,Fantasy,Troparëvo,"Rutherford, Predovic and Osinski",1982,Hardcover,911.47,14.43
235,Worthington,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,Biography,Bouabout,Schaefer Group,1938,Audio,122.5,9.06
236,Rosaleen,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,Biography,Lanas,Carroll Inc,1949,Audio,294.49,21.94
237,Shayna,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,Science Fiction,Flores da Cunha,Carroll Inc,1916,Paperback,463.49,84.6
238,Janean,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,Romance,Bouabout,"Rutherford, Predovic and Osinski",2015,Audio,495.47,96.55
239,Janean,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,History,Tongbang,"Rutherford, Predovic and Osinski",2013,Paperback,441.72,13.18
240,Mareah,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,Science Fiction,Lanas,Carroll Inc,1924,Leatherbound,655.83,32.96
241,Leoine,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,Science Fiction,Kuafeu,Price-Harris,1915,Audio,768.65,63.42
242,Winny,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,Mystery,Al Jahrā’,Thiel-Mills,1951,Audio,143.34,80.15
243,Cicily,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,Biography,Fortios,Purdy Group,1968,Audio,270.44,37.43
244,Joyann,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,Mystery,Lingcheng,Schaefer Group,1945,Kindle,770.84,37.83
245,Murielle,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,History,Savanna-la-Mar,Schaefer Group,1951,Hardcover,212.31,95.53
246,Gillian,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,Science Fiction,Flores da Cunha,"Bernier, Dooley and Considine",1918,Hardcover,541.1,93.14
247,Leoine,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,Science Fiction,Lanas,"Bernier, Dooley and Considine",2000,Audio,775.11,28.61
248,Manda,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,Fantasy,Troparëvo,Price-Harris,1932,Audio,688.36,64.82
249,Leoine,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,Mystery,Flores da Cunha,Schaefer Group,1999,Leatherbound,772.83,43.76
250,Brenn,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,Science Fiction,Kyzylzhar,Schaefer Group,1923,Leatherbound,824.1,28.66
251,Kearney,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,Science Fiction,Troparëvo,"Dickinson, Lind and Bruen",1911,Paperback,404.91,70.99
252,Kearney,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,Science Fiction,Vestmannaeyjar,"Bernier, Dooley and Considine",2002,Kindle,214.65,86.06
253,Alameda,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,Biography,Kuafeu,"Rutherford, Predovic and Osinski",1937,Leatherbound,455.95,21.44
254,Worthington,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,Science Fiction,Savanna-la-Mar,"Bernier, Dooley and Considine",1919,Paperback,82.27,34.13
255,Vivie,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,History,Lanas,"Bernier, Dooley and Considine",1905,Leatherbound,640.21,49.1
256,Jenica,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,Comedy,Vestmannaeyjar,Schaefer Group,2020,Audio,900.31,98.97
257,Kearney,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,Mystery,Kuafeu,Price-Harris,1984,Hardcover,969.44,33.32
258,Welbie,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,Drama,Kulonkali,Carroll Inc,1997,Paperback,780.76,33.22
259,Dyane,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,Mystery,Lingcheng,"Rutherford, Predovic and Osinski",2014,Audio,43.13,27.33
260,Janean,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,History,Kulonkali,"Rutherford, Predovic and Osinski",1966,Audio,328.55,93.91
261,Kareem,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,Mystery,Oslo,"Dickinson, Lind and Bruen",2016,Paperback,405.15,28.15
262,Lesley,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,Fantasy,Tongbang,"Dickinson, Lind and Bruen",1936,Leatherbound,628.48,77.54
263,Alameda,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,Drama,São Martinho de Árvore,"Dickinson, Lind and Bruen",1952,Kindle,644.03,9.85
264,Noni,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,Science Fiction,Lanas,Carroll Inc,1923,Audio,360.38,69.51
265,Cristionna,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,Science Fiction,Kulonkali,"Dickinson, Lind and Bruen",1970,Hardcover,449.13,26.37
266,Humfrey,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,Science Fiction,Fortios,"Dickinson, Lind and Bruen",1962,Hardcover,862.5,2.47
267,Cristionna,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,Drama,Lanas,Thiel-Mills,1994,Audio,731.94,96.29
268,Brigg,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,Fantasy,Varginha,Price-Harris,1912,Paperback,892.07,67.44
269,Murielle,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,Biography,Al Jahrā’,Schaefer Group,1979,Hardcover,665.34,32.69
270,Brenn,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,Mystery,Oslo,"Bernier, Dooley and Considine",1974,Paperback,346.83,67.15
271,Lisbeth,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,Biography,Urpay,Price-Harris,1960,Leatherbound,172.97,64.37
272,Toinette,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,Biography,Lingcheng,Schaefer Group,1924,Leatherbound,663.22,24.6
273,Emanuele,donec semper sapien a libero nam dui proin leo odio porttitor,Science Fiction,Lingcheng,"Dickinson, Lind and Bruen",1987,Paperback,810.94,32.02
274,Dannie,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,Fantasy,Fortios,"Rutherford, Predovic and Osinski",1967,Audio,554.03,95.05
275,Lannie,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,Fantasy,Varginha,"Bernier, Dooley and Considine",2015,Leatherbound,147.1,14.51
276,Dannie,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,Fantasy,Varginha,Thiel-Mills,1952,Hardcover,572.78,34.45
277,Vivie,velit id pretium iaculis diam erat fermentum justo nec condimentum neque,Fantasy,Koson,Schaefer Group,2016,Hardcover,781.58,5.76
278,Lebbie,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,History,São Martinho de Árvore,Thiel-Mills,1913,Hardcover,570.1,94.2
279,Cicily,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,History,Bouabout,"Bernier, Dooley and Considine",1983,Leatherbound,300.58,73.86
280,Sim,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,Biography,Koson,Carroll Inc,1987,Kindle,416.28,36.45
281,Brenn,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,Romance,Koson,"Bernier, Dooley and Considine",1916,Leatherbound,498.77,70.14
282,Osmund,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,Comedy,São Martinho de Árvore,Carroll Inc,1948,Audio,606.83,82.58
283,Emanuel,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,Biography,Kyzylzhar,"Dickinson, Lind and Bruen",1998,Paperback,881.65,48.45
284,Gorden,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,Science Fiction,Savanna-la-Mar,"Bernier, Dooley and Considine",1904,Kindle,475.56,66.22
285,Heloise,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,Fantasy,Oslo,Carroll Inc,2007,Kindle,430.96,96.36
286,Heloise,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,Fantasy,Fortios,Thiel-Mills,2014,Paperback,868.72,61.35
287,Dyane,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,Science Fiction,Lingcheng,Schaefer Group,1911,Leatherbound,237.4,85.31
288,Christiane,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,Biography,Cahuanuyo,Thiel-Mills,1977,Leatherbound,15.83,38.09
289,Vivie,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,Biography,Lingcheng,Schaefer Group,1942,Audio,294.16,64.12
290,Adolph,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,History,Koson,Carroll Inc,2004,Kindle,864.65,31.69
291,Worthington,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,Science Fiction,Varginha,Price-Harris,1982,Hardcover,30.4,59.92
292,Janean,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,Fantasy,Varginha,"Rutherford, Predovic and Osinski",1982,Paperback,894.11,21.64
293,Jenica,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,Mystery,Lanas,"Dickinson, Lind and Bruen",1903,Leatherbound,126.48,80.81
294,Emanuel,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,Romance,Cahuanuyo,Thiel-Mills,1997,Hardcover,981.67,85.88
295,Heloise,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,Comedy,Tongbang,Price-Harris,1972,Hardcover,486.17,29.43
296,Mareah,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Science Fiction,Tongbang,Thiel-Mills,1923,Audio,111.93,56.83
297,Jenica,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,Fantasy,Koson,Price-Harris,2008,Paperback,651.8,20.9
298,Welbie,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,Romance,Cahuanuyo,Carroll Inc,1933,Leatherbound,331.91,38.19
299,Manda,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,Science Fiction,Cahuanuyo,Carroll Inc,2000,Paperback,722.16,27.76
300,Mareah,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,Drama,Lanas,"Dickinson, Lind and Bruen",1994,Audio,393.87,14.61
301,Noni,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,History,Lanas,Price-Harris,1933,Kindle,494.65,70.99
302,Tabitha,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,Science Fiction,São Martinho de Árvore,"Bernier, Dooley and Considine",1942,Hardcover,449.9,14.75
303,Kalie,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,Drama,São Martinho de Árvore,"Bernier, Dooley and Considine",1991,Audio,510.54,61.7
304,Jefferey,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,Biography,Vestmannaeyjar,Thiel-Mills,1941,Kindle,259.38,59.83
305,Lannie,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Romance,Kuafeu,Carroll Inc,1996,Leatherbound,509.03,78.62
306,Dyane,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,Drama,Urpay,"Rutherford, Predovic and Osinski",1901,Paperback,48.81,96.66
307,Toinette,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Mystery,São Martinho de Árvore,Thiel-Mills,2002,Paperback,476.09,4.22
308,Adolph,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,Mystery,Lanas,"Rutherford, Predovic and Osinski",1909,Hardcover,640.29,25.24
309,Kareem,aliquam convallis nunc proin at turpis a pede posuere nonummy integer,Biography,Savanna-la-Mar,"Bernier, Dooley and Considine",1932,Hardcover,15.82,58.58
310,Cloris,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Comedy,Vestmannaeyjar,Purdy Group,1980,Hardcover,536.66,36.73
311,Dannie,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,Science Fiction,Kuafeu,"Dickinson, Lind and Bruen",1922,Kindle,704.96,74.61
312,Gorden,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,Science Fiction,Bouabout,Purdy Group,2015,Paperback,511.32,76.4
313,Manda,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,Biography,Lanas,Price-Harris,1983,Leatherbound,901.95,72.2
314,Osmund,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,Science Fiction,São Martinho de Árvore,Carroll Inc,2022,Audio,578.73,95.25
